,body_nose_x,body_nose_y,body_nose_z,body_neck_x,body_neck_y,body_neck_z,body_shoulder-r_x,body_shoulder-r_y,body_shoulder-r_z,body_elbow-r_x,body_elbow-r_y,body_elbow-r_z,body_wrist-r_x,body_wrist-r_y,body_wrist-r_z,body_shoulder-l_x,body_shoulder-l_y,body_shoulder-l_z,body_elbow-l_x,body_elbow-l_y,body_elbow-l_z,body_wrist-l_x,body_wrist-l_y,body_wrist-l_z,body_hip-r_x,body_hip-r_y,body_hip-r_z,body_knee-r_x,body_knee-r_y,body_knee-r_z,body_ankle-r_x,body_ankle-r_y,body_ankle-r_z,body_hip-l_x,body_hip-l_y,body_hip-l_z,body_knee-l_x,body_knee-l_y,body_knee-l_z,body_ankle-l_x,body_ankle-l_y,body_ankle-l_z,body_eye-r_x,body_eye-r_y,body_eye-r_z,body_eye-l_x,body_eye-l_y,body_eye-l_z,body_ear-r_x,body_ear-r_y,body_ear-r_z,body_ear-l_x,body_ear-l_y,body_ear-l_z,left_wirst_x,left_wirst_y,left_wirst_z,left_thumb-palm_x,left_thumb-palm_y,left_thumb-palm_z,left_thumb-proximal_x,left_thumb-proximal_y,left_thumb-proximal_z,left_thumb-middle_x,left_thumb-middle_y,left_thumb-middle_z,left_thumb-distal_x,left_thumb-distal_y,left_thumb-distal_z,left_index-palm_x,left_index-palm_y,left_index-palm_z,left_index-proximal_x,left_index-proximal_y,left_index-proximal_z,left_index-middle_x,left_index-middle_y,left_index-middle_z,left_index-distal_x,left_index-distal_y,left_index-distal_z,left_middle-palm_x,left_middle-palm_y,left_middle-palm_z,left_middle-proximal_x,left_middle-proximal_y,left_middle-proximal_z,left_middle-middle_x,left_middle-middle_y,left_middle-middle_z,left_middle-distal_x,left_middle-distal_y,left_middle-distal_z,left_ring-palm_x,left_ring-palm_y,left_ring-palm_z,left_ring-proximal_x,left_ring-proximal_y,left_ring-proximal_z,left_ring-middle_x,left_ring-middle_y,left_ring-middle_z,left_ring-distal_x,left_ring-distal_y,left_ring-distal_z,left_pinky-palm_x,left_pinky-palm_y,left_pinky-palm_z,left_pinky-proximal_x,left_pinky-proximal_y,left_pinky-proximal_z,left_pinky_middle_x,left_pinky_middle_y,left_pinky_middle_z,left_pinky-distal_x,left_pinky-distal_y,left_pinky-distal_z,right_wirst_x,right_wirst_y,right_wirst_z,right_thumb-palm_x,right_thumb-palm_y,right_thumb-palm_z,right_thumb-proximal_x,right_thumb-proximal_y,right_thumb-proximal_z,right_thumb-middle_x,right_thumb-middle_y,right_thumb-middle_z,right_thumb-distal_x,right_thumb-distal_y,right_thumb-distal_z,right_index-palm_x,right_index-palm_y,right_index-palm_z,right_index-proximal_x,right_index-proximal_y,right_index-proximal_z,right_index-middle_x,right_index-middle_y,right_index-middle_z,right_index-distal_x,right_index-distal_y,right_index-distal_z,right_middle-palm_x,right_middle-palm_y,right_middle-palm_z,right_middle-proximal_x,right_middle-proximal_y,right_middle-proximal_z,right_middle-middle_x,right_middle-middle_y,right_middle-middle_z,right_middle-distal_x,right_middle-distal_y,right_middle-distal_z,right_ring-palm_x,right_ring-palm_y,right_ring-palm_z,right_ring-proximal_x,right_ring-proximal_y,right_ring-proximal_z,right_ring-middle_x,right_ring-middle_y,right_ring-middle_z,right_ring-distal_x,right_ring-distal_y,right_ring-distal_z,right_pinky-palm_x,right_pinky-palm_y,right_pinky-palm_z,right_pinky-proximal_x,right_pinky-proximal_y,right_pinky-proximal_z,right_pinky_middle_x,right_pinky_middle_y,right_pinky_middle_z,right_pinky-distal_x,right_pinky-distal_y,right_pinky-distal_z,class,actor
88,680.47,221.06,2.0,690.62,366.39,2.0,564.69,350.02,2.0,416.41,481.02,2.0,507.81,325.45,2.0,820.62,382.77,2.0,863.28,620.2,2.0,0.0,0.0,0.0,558.59,652.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.09,200.59,2.0,712.97,202.64,2.0,621.56,229.25,2.0,757.66,233.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,321.0,0.48,547.0,305.0,0.53,557.0,276.0,0.54,548.0,255.0,0.58,537.0,245.0,0.45,548.0,256.0,0.42,555.0,229.0,0.56,550.0,205.0,0.63,547.0,182.0,0.61,530.0,260.0,0.45,538.0,225.0,0.51,540.0,205.0,0.47,547.0,186.0,0.37,517.0,264.0,0.5,521.0,241.0,0.89,525.0,258.0,0.51,528.0,275.0,0.57,500.0,272.0,0.71,503.0,249.0,0.7,506.0,258.0,0.62,511.0,272.0,0.54,r,jolo
89,666.63,202.32,2.0,670.6,326.51,2.0,547.59,320.5,2.0,428.55,498.78,2.0,450.37,328.51,2.0,791.62,338.53,2.0,795.59,544.85,2.0,682.5,639.0,2.0,557.51,618.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,688.45,639.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,640.84,178.28,2.0,694.4,180.28,2.0,605.12,198.31,2.0,730.12,198.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,324.0,0.44,469.0,315.0,0.47,479.0,299.0,0.5,476.0,275.0,0.56,464.0,256.0,0.58,496.0,273.0,0.6,496.0,238.0,0.58,496.0,220.0,0.53,504.0,208.0,0.41,485.0,271.0,0.49,492.0,235.0,0.34,491.0,217.0,0.45,488.0,201.0,0.42,470.0,267.0,0.33,461.0,236.0,0.51,460.0,258.0,0.43,461.0,270.0,0.51,452.0,268.0,0.32,452.0,254.0,0.55,448.0,264.0,0.54,447.0,272.0,0.5,r,kyle
90,644.8,181.72,2.0,646.79,341.47,2.0,533.7,337.47,2.0,371.01,505.21,2.0,476.16,373.42,2.0,761.86,345.46,2.0,847.17,527.17,2.0,823.36,637.0,2.0,569.41,637.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,696.39,637.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,613.06,155.76,2.0,672.58,157.75,2.0,577.35,189.7,2.0,706.31,197.69,2.0,832.0,632.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,366.0,0.49,519.0,367.0,0.57,545.0,360.0,0.57,547.0,346.0,0.53,540.0,329.0,0.67,548.0,310.0,0.46,546.0,280.0,0.6,547.0,257.0,0.64,552.0,235.0,0.59,526.0,305.0,0.42,526.0,300.0,0.33,525.0,330.0,0.31,523.0,347.0,0.29,507.0,308.0,0.39,512.0,309.0,0.64,514.0,332.0,0.6,516.0,349.0,0.63,490.0,315.0,0.54,494.0,311.0,0.57,500.0,328.0,0.62,503.0,339.0,0.5,r,min
91,628.3,199.86,2.0,640.35,385.58,2.0,515.89,375.49,2.0,351.29,593.51,2.0,475.74,460.27,2.0,780.86,401.73,2.0,816.99,601.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.2,177.65,2.0,658.41,181.69,2.0,564.07,216.01,2.0,700.57,220.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,435.0,0.38,528.0,433.0,0.47,549.0,415.0,0.38,549.0,402.0,0.69,526.0,380.0,0.48,541.0,368.0,0.55,561.0,332.0,0.7,565.0,301.0,0.69,569.0,267.0,0.57,519.0,370.0,0.51,542.0,324.0,0.49,554.0,290.0,0.57,564.0,265.0,0.5,497.0,380.0,0.44,517.0,335.0,0.78,519.0,367.0,0.5,519.0,382.0,0.37,480.0,389.0,0.55,490.0,358.0,0.72,500.0,370.0,0.56,506.0,389.0,0.59,r,sab
92,597.19,163.23,2.0,605.12,354.33,2.0,470.21,340.4,2.0,331.33,569.32,2.0,406.72,312.53,2.0,745.99,366.28,2.0,783.68,621.08,2.0,0.0,0.0,0.0,517.83,635.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.46,139.34,2.0,626.95,137.35,2.0,525.76,171.19,2.0,668.61,171.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,308.0,0.53,459.0,291.0,0.59,479.0,260.0,0.61,479.0,234.0,0.64,478.0,211.0,0.48,466.0,239.0,0.29,478.0,211.0,0.62,474.0,222.0,0.51,472.0,236.0,0.39,444.0,248.0,0.38,456.0,219.0,0.81,460.0,243.0,0.7,458.0,268.0,0.59,430.0,247.0,0.46,441.0,223.0,0.7,441.0,256.0,0.62,441.0,278.0,0.75,404.0,242.0,0.71,422.0,230.0,0.53,424.0,248.0,0.64,423.0,264.0,0.65,s,felix
93,706.59,184.56,2.0,698.56,302.19,2.0,578.12,290.02,2.0,413.51,393.46,2.0,513.88,247.43,2.0,821.01,310.3,2.0,867.18,502.98,2.0,883.24,624.66,2.0,614.25,582.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,792.9,598.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,678.49,156.17,2.0,732.68,156.17,2.0,640.35,170.36,2.0,768.82,168.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,245.0,0.35,549.0,234.0,0.42,566.0,217.0,0.34,570.0,193.0,0.43,569.0,180.0,0.4,568.0,189.0,0.2,573.0,174.0,0.58,563.0,179.0,0.46,559.0,190.0,0.45,554.0,189.0,0.26,549.0,165.0,0.64,547.0,186.0,0.62,545.0,199.0,0.57,536.0,184.0,0.3,530.0,171.0,0.43,532.0,191.0,0.46,533.0,204.0,0.54,516.0,185.0,0.28,515.0,182.0,0.47,516.0,192.0,0.55,517.0,200.0,0.57,s,jer
94,676.48,228.82,2.0,682.5,372.6,2.0,552.02,360.45,2.0,421.54,506.25,2.0,473.74,332.1,2.0,821.01,382.72,2.0,853.12,569.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.38,204.52,2.0,708.6,204.52,2.0,614.25,228.82,2.0,752.76,234.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,327.0,0.56,505.0,312.0,0.59,526.0,294.0,0.63,525.0,274.0,0.74,511.0,262.0,0.66,512.0,271.0,0.23,506.0,250.0,0.6,505.0,256.0,0.56,511.0,269.0,0.53,485.0,275.0,0.26,492.0,251.0,0.62,494.0,268.0,0.79,496.0,277.0,0.61,473.0,281.0,0.46,473.0,254.0,0.75,481.0,273.0,0.59,483.0,284.0,0.6,453.0,287.0,0.53,453.0,271.0,0.6,460.0,274.0,0.72,464.0,284.0,0.6,s,jolo
95,727.19,197.94,2.0,727.19,363.23,2.0,607.34,361.19,2.0,538.28,565.25,2.0,635.78,422.41,2.0,857.19,361.19,2.0,914.06,546.89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.75,171.41,2.0,753.59,169.37,2.0,664.22,204.06,2.0,786.09,191.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,415.0,0.39,657.0,394.0,0.27,634.0,361.0,0.23,668.0,347.0,0.19,681.0,327.0,0.1,676.0,341.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,691.0,328.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,s,joy
96,642.35,206.64,2.0,664.43,333.04,2.0,543.99,329.03,2.0,419.54,501.56,2.0,439.61,329.03,2.0,784.88,339.06,2.0,774.84,543.69,2.0,686.51,639.99,2.0,550.01,617.93,2.0,0.0,0.0,0.0,0.0,0.0,0.0,680.49,639.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,614.25,186.58,2.0,666.44,180.56,2.0,586.15,214.67,2.0,712.61,196.61,2.0,677.0,614.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,325.0,0.41,460.0,311.0,0.44,474.0,286.0,0.43,470.0,265.0,0.36,481.0,271.0,0.13,486.0,277.0,0.45,495.0,259.0,0.64,490.0,261.0,0.44,484.0,269.0,0.38,472.0,270.0,0.35,479.0,250.0,0.56,468.0,261.0,0.49,460.0,266.0,0.36,456.0,266.0,0.42,458.0,248.0,0.58,453.0,257.0,0.44,448.0,268.0,0.47,443.0,265.0,0.38,440.0,252.0,0.6,436.0,259.0,0.58,434.0,268.0,0.61,s,kyle
97,646.37,190.06,2.0,652.39,347.76,2.0,537.97,343.72,2.0,353.29,460.99,2.0,473.74,325.52,2.0,766.81,347.76,2.0,849.11,531.75,2.0,0.0,0.0,0.0,568.08,644.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,702.57,644.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,614.25,167.82,2.0,674.47,167.82,2.0,582.13,198.14,2.0,708.6,200.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,321.0,0.44,510.0,312.0,0.44,534.0,298.0,0.62,533.0,276.0,0.59,515.0,264.0,0.72,547.0,274.0,0.3,541.0,254.0,0.34,525.0,261.0,0.26,513.0,270.0,0.23,537.0,269.0,0.28,524.0,251.0,0.43,513.0,260.0,0.39,511.0,271.0,0.36,506.0,269.0,0.21,511.0,252.0,0.36,504.0,262.0,0.34,501.0,275.0,0.37,488.0,265.0,0.34,489.0,258.0,0.34,491.0,267.0,0.34,491.0,276.0,0.42,s,min
98,625.62,202.95,2.0,637.81,387.45,2.0,513.91,379.25,2.0,322.97,569.9,2.0,444.84,383.35,2.0,780.0,399.75,2.0,818.59,586.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.25,180.4,2.0,658.12,184.5,2.0,566.72,217.3,2.0,698.75,221.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,345.0,0.2,500.0,345.0,0.46,532.0,326.0,0.53,539.0,300.0,0.59,528.0,299.0,0.34,509.0,291.0,0.19,516.0,277.0,0.67,519.0,289.0,0.57,518.0,308.0,0.57,485.0,289.0,0.19,496.0,276.0,0.61,498.0,303.0,0.64,497.0,317.0,0.36,464.0,290.0,0.25,474.0,277.0,0.63,474.0,309.0,0.46,475.0,320.0,0.48,442.0,298.0,0.48,451.0,287.0,0.44,454.0,300.0,0.37,458.0,312.0,0.39,s,sab
99,614.25,164.77,2.0,608.23,355.66,2.0,473.74,345.61,2.0,329.21,562.62,2.0,401.47,301.41,2.0,746.74,365.71,2.0,774.84,602.81,2.0,0.0,0.0,0.0,517.9,640.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.12,138.65,2.0,644.36,142.67,2.0,537.97,170.8,2.0,678.49,172.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,304.0,0.5,446.0,281.0,0.59,471.0,255.0,0.67,476.0,225.0,0.57,484.0,205.0,0.53,465.0,227.0,0.31,484.0,198.0,0.63,475.0,209.0,0.42,467.0,226.0,0.42,442.0,220.0,0.38,463.0,190.0,0.83,458.0,218.0,0.77,454.0,232.0,0.53,424.0,225.0,0.48,438.0,198.0,0.69,442.0,226.0,0.57,435.0,236.0,0.55,399.0,226.0,0.7,417.0,208.0,0.6,419.0,225.0,0.67,417.0,235.0,0.68,t,felix
100,694.69,177.26,2.0,684.53,301.55,2.0,564.69,293.4,2.0,438.75,429.91,2.0,499.69,283.21,2.0,804.38,305.62,2.0,861.25,495.11,2.0,883.59,623.48,2.0,611.41,580.69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,790.16,603.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,668.28,150.78,2.0,723.12,154.85,2.0,629.69,160.96,2.0,753.59,171.15,2.0,864.0,528.0,0.12,871.0,553.0,0.18,879.0,586.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,281.0,0.43,533.0,265.0,0.51,553.0,241.0,0.58,558.0,220.0,0.54,567.0,200.0,0.45,548.0,213.0,0.24,556.0,195.0,0.51,556.0,203.0,0.41,555.0,216.0,0.27,531.0,214.0,0.3,537.0,197.0,0.62,540.0,222.0,0.7,539.0,239.0,0.58,513.0,215.0,0.37,520.0,204.0,0.56,523.0,227.0,0.56,526.0,244.0,0.57,494.0,220.0,0.42,498.0,207.0,0.65,506.0,220.0,0.48,507.0,228.0,0.34,t,jer
101,703.06,234.77,2.0,694.83,372.75,2.0,563.27,356.27,2.0,431.7,500.43,2.0,478.98,337.74,2.0,828.46,389.22,2.0,853.12,584.86,2.0,0.0,0.0,0.0,567.38,642.53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.33,205.94,2.0,735.95,214.18,2.0,639.33,232.71,2.0,777.06,245.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,334.0,0.56,513.0,315.0,0.67,529.0,287.0,0.56,530.0,265.0,0.43,524.0,268.0,0.15,521.0,268.0,0.35,530.0,246.0,0.59,531.0,253.0,0.63,529.0,267.0,0.63,496.0,267.0,0.45,508.0,241.0,0.8,511.0,263.0,0.81,510.0,276.0,0.7,479.0,269.0,0.49,486.0,248.0,0.76,489.0,263.0,0.58,492.0,280.0,0.57,462.0,277.0,0.73,464.0,257.0,0.7,470.0,265.0,0.7,478.0,277.0,0.59,t,jolo
102,729.78,201.51,2.0,725.67,366.01,2.0,602.33,366.01,2.0,540.66,575.75,2.0,643.44,437.98,2.0,855.18,366.01,2.0,914.8,551.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,174.78,2.0,754.45,174.78,2.0,661.94,207.68,2.0,787.34,197.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,437.0,0.21,666.0,422.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,332.0,0.14,679.0,325.0,0.41,701.0,324.0,0.46,673.0,377.0,0.11,679.0,357.0,0.12,689.0,369.0,0.15,690.0,358.0,0.11,665.0,370.0,0.12,668.0,378.0,0.11,685.0,376.0,0.1,0.0,0.0,0.0,648.0,378.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,joy
103,666.44,200.62,2.0,664.43,325.01,2.0,541.99,314.98,2.0,419.54,467.46,2.0,379.39,298.93,2.0,784.88,337.05,2.0,798.93,543.69,2.0,682.5,639.99,2.0,541.99,605.89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,686.51,639.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,642.35,172.54,2.0,696.55,176.55,2.0,606.22,192.6,2.0,728.67,196.61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,293.0,0.46,399.0,277.0,0.51,409.0,248.0,0.61,410.0,223.0,0.64,404.0,205.0,0.42,416.0,228.0,0.49,414.0,194.0,0.51,405.0,193.0,0.62,401.0,206.0,0.58,399.0,230.0,0.38,385.0,209.0,0.62,384.0,222.0,0.53,385.0,236.0,0.74,377.0,239.0,0.33,368.0,221.0,0.7,371.0,233.0,0.55,375.0,246.0,0.61,359.0,251.0,0.41,353.0,236.0,0.6,357.0,242.0,0.66,361.0,252.0,0.64,t,kyle
