,body_nose_x,body_nose_y,body_nose_z,body_neck_x,body_neck_y,body_neck_z,body_shoulder-r_x,body_shoulder-r_y,body_shoulder-r_z,body_elbow-r_x,body_elbow-r_y,body_elbow-r_z,body_wrist-r_x,body_wrist-r_y,body_wrist-r_z,body_shoulder-l_x,body_shoulder-l_y,body_shoulder-l_z,body_elbow-l_x,body_elbow-l_y,body_elbow-l_z,body_wrist-l_x,body_wrist-l_y,body_wrist-l_z,body_hip-r_x,body_hip-r_y,body_hip-r_z,body_knee-r_x,body_knee-r_y,body_knee-r_z,body_ankle-r_x,body_ankle-r_y,body_ankle-r_z,body_hip-l_x,body_hip-l_y,body_hip-l_z,body_knee-l_x,body_knee-l_y,body_knee-l_z,body_ankle-l_x,body_ankle-l_y,body_ankle-l_z,body_eye-r_x,body_eye-r_y,body_eye-r_z,body_eye-l_x,body_eye-l_y,body_eye-l_z,body_ear-r_x,body_ear-r_y,body_ear-r_z,body_ear-l_x,body_ear-l_y,body_ear-l_z,left_wirst_x,left_wirst_y,left_wirst_z,left_thumb-palm_x,left_thumb-palm_y,left_thumb-palm_z,left_thumb-proximal_x,left_thumb-proximal_y,left_thumb-proximal_z,left_thumb-middle_x,left_thumb-middle_y,left_thumb-middle_z,left_thumb-distal_x,left_thumb-distal_y,left_thumb-distal_z,left_index-palm_x,left_index-palm_y,left_index-palm_z,left_index-proximal_x,left_index-proximal_y,left_index-proximal_z,left_index-middle_x,left_index-middle_y,left_index-middle_z,left_index-distal_x,left_index-distal_y,left_index-distal_z,left_middle-palm_x,left_middle-palm_y,left_middle-palm_z,left_middle-proximal_x,left_middle-proximal_y,left_middle-proximal_z,left_middle-middle_x,left_middle-middle_y,left_middle-middle_z,left_middle-distal_x,left_middle-distal_y,left_middle-distal_z,left_ring-palm_x,left_ring-palm_y,left_ring-palm_z,left_ring-proximal_x,left_ring-proximal_y,left_ring-proximal_z,left_ring-middle_x,left_ring-middle_y,left_ring-middle_z,left_ring-distal_x,left_ring-distal_y,left_ring-distal_z,left_pinky-palm_x,left_pinky-palm_y,left_pinky-palm_z,left_pinky-proximal_x,left_pinky-proximal_y,left_pinky-proximal_z,left_pinky_middle_x,left_pinky_middle_y,left_pinky_middle_z,left_pinky-distal_x,left_pinky-distal_y,left_pinky-distal_z,right_wirst_x,right_wirst_y,right_wirst_z,right_thumb-palm_x,right_thumb-palm_y,right_thumb-palm_z,right_thumb-proximal_x,right_thumb-proximal_y,right_thumb-proximal_z,right_thumb-middle_x,right_thumb-middle_y,right_thumb-middle_z,right_thumb-distal_x,right_thumb-distal_y,right_thumb-distal_z,right_index-palm_x,right_index-palm_y,right_index-palm_z,right_index-proximal_x,right_index-proximal_y,right_index-proximal_z,right_index-middle_x,right_index-middle_y,right_index-middle_z,right_index-distal_x,right_index-distal_y,right_index-distal_z,right_middle-palm_x,right_middle-palm_y,right_middle-palm_z,right_middle-proximal_x,right_middle-proximal_y,right_middle-proximal_z,right_middle-middle_x,right_middle-middle_y,right_middle-middle_z,right_middle-distal_x,right_middle-distal_y,right_middle-distal_z,right_ring-palm_x,right_ring-palm_y,right_ring-palm_z,right_ring-proximal_x,right_ring-proximal_y,right_ring-proximal_z,right_ring-middle_x,right_ring-middle_y,right_ring-middle_z,right_ring-distal_x,right_ring-distal_y,right_ring-distal_z,right_pinky-palm_x,right_pinky-palm_y,right_pinky-palm_z,right_pinky-proximal_x,right_pinky-proximal_y,right_pinky-proximal_z,right_pinky_middle_x,right_pinky_middle_y,right_pinky_middle_z,right_pinky-distal_x,right_pinky-distal_y,right_pinky-distal_z,class,actor
72,692.54,162.76,2.0,694.54,285.33,2.0,588.15,279.3,2.0,479.76,413.93,2.0,582.13,241.12,2.0,806.96,289.35,2.0,861.15,484.26,2.0,883.24,626.92,2.0,608.23,560.62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,774.84,578.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,668.45,132.62,2.0,720.64,138.65,2.0,630.31,142.67,2.0,756.77,150.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,236.0,0.45,616.0,234.0,0.43,636.0,225.0,0.34,654.0,215.0,0.48,672.0,202.0,0.38,622.0,176.0,0.18,633.0,153.0,0.39,656.0,170.0,0.3,667.0,191.0,0.25,617.0,176.0,0.3,640.0,160.0,0.42,660.0,179.0,0.44,673.0,193.0,0.45,610.0,178.0,0.34,636.0,166.0,0.44,657.0,179.0,0.51,665.0,192.0,0.49,603.0,181.0,0.37,631.0,172.0,0.26,648.0,178.0,0.27,661.0,190.0,0.27,o,jer
73,658.12,215.31,2.0,666.25,357.5,2.0,538.28,343.28,2.0,408.28,493.59,2.0,497.66,302.66,2.0,794.22,371.72,2.0,851.09,558.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.66,188.91,2.0,690.62,190.94,2.0,589.06,217.34,2.0,731.25,223.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,299.0,0.65,537.0,290.0,0.52,551.0,290.0,0.53,578.0,268.0,0.65,597.0,256.0,0.48,559.0,247.0,0.25,578.0,211.0,0.34,583.0,238.0,0.56,586.0,254.0,0.44,547.0,240.0,0.18,569.0,212.0,0.6,580.0,240.0,0.74,583.0,258.0,0.44,529.0,233.0,0.27,558.0,216.0,0.63,570.0,240.0,0.61,570.0,256.0,0.58,522.0,239.0,0.56,542.0,219.0,0.55,556.0,239.0,0.56,563.0,251.0,0.55,o,jolo
74,730.68,195.21,2.0,728.67,356.21,2.0,606.22,356.21,2.0,543.99,563.5,2.0,646.37,414.58,2.0,857.14,356.21,2.0,915.35,543.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.57,167.04,2.0,756.77,167.04,2.0,664.43,201.25,2.0,788.89,187.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,408.0,0.57,683.0,391.0,0.6,713.0,362.0,0.51,724.0,339.0,0.46,748.0,320.0,0.12,683.0,330.0,0.24,685.0,306.0,0.4,706.0,318.0,0.46,714.0,332.0,0.32,670.0,330.0,0.35,688.0,307.0,0.53,706.0,322.0,0.59,714.0,341.0,0.36,659.0,334.0,0.46,684.0,312.0,0.63,703.0,330.0,0.58,703.0,343.0,0.47,659.0,342.0,0.68,681.0,320.0,0.51,693.0,332.0,0.57,694.0,349.0,0.54,o,joy
75,650.76,198.0,2.0,666.63,328.0,2.0,557.51,326.0,2.0,434.5,514.0,2.0,484.1,352.0,2.0,779.72,340.0,2.0,791.62,540.0,2.0,680.52,638.0,2.0,551.56,622.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,680.52,638.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,624.96,172.0,2.0,678.53,172.0,2.0,593.22,196.0,2.0,718.21,192.0,2.0,720.0,622.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,347.0,0.54,519.0,340.0,0.54,546.0,326.0,0.71,561.0,311.0,0.63,574.0,303.0,0.47,528.0,292.0,0.37,545.0,267.0,0.37,565.0,285.0,0.39,569.0,299.0,0.37,522.0,287.0,0.43,546.0,265.0,0.47,564.0,285.0,0.71,573.0,300.0,0.49,515.0,287.0,0.47,541.0,267.0,0.62,560.0,286.0,0.68,565.0,299.0,0.48,508.0,290.0,0.64,530.0,279.0,0.6,546.0,286.0,0.7,555.0,294.0,0.64,o,kyle
76,643.91,181.89,2.0,647.97,347.44,2.0,536.25,341.31,2.0,416.41,517.07,2.0,522.03,369.92,2.0,761.72,349.48,2.0,842.97,535.46,2.0,0.0,0.0,0.0,568.75,651.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,710.94,651.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,615.47,161.46,2.0,672.34,159.41,2.0,580.94,196.2,2.0,706.88,200.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,361.0,0.5,566.0,347.0,0.63,592.0,329.0,0.63,611.0,314.0,0.72,620.0,299.0,0.58,563.0,292.0,0.44,578.0,270.0,0.51,600.0,282.0,0.32,606.0,303.0,0.39,556.0,291.0,0.55,579.0,269.0,0.54,601.0,286.0,0.7,612.0,304.0,0.57,549.0,299.0,0.64,576.0,275.0,0.6,597.0,291.0,0.66,602.0,309.0,0.58,548.0,308.0,0.67,569.0,292.0,0.68,588.0,299.0,0.81,596.0,312.0,0.63,o,min
77,623.59,203.12,2.0,637.81,383.91,2.0,509.84,363.59,2.0,355.47,585.0,2.0,473.28,367.66,2.0,777.97,404.22,2.0,810.47,603.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.19,182.81,2.0,654.06,186.88,2.0,566.72,215.31,2.0,696.72,225.47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,362.0,0.62,527.0,358.0,0.56,561.0,340.0,0.62,590.0,321.0,0.7,599.0,296.0,0.53,547.0,296.0,0.51,561.0,283.0,0.24,581.0,281.0,0.63,589.0,295.0,0.66,535.0,293.0,0.47,560.0,263.0,0.57,578.0,276.0,0.56,589.0,293.0,0.34,521.0,285.0,0.64,548.0,257.0,0.64,569.0,271.0,0.53,567.0,284.0,0.44,512.0,284.0,0.8,531.0,260.0,0.72,549.0,260.0,0.64,558.0,275.0,0.51,o,sab
78,600.2,165.03,2.0,608.23,342.13,2.0,477.75,317.98,2.0,331.21,513.19,2.0,443.62,265.65,2.0,744.73,366.28,2.0,776.85,611.8,2.0,0.0,0.0,0.0,513.88,635.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.07,140.88,2.0,630.31,140.88,2.0,529.94,165.03,2.0,674.47,173.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,272.0,0.54,482.0,269.0,0.43,524.0,270.0,0.21,555.0,304.0,0.21,563.0,296.0,0.12,549.0,249.0,0.49,591.0,250.0,0.62,618.0,263.0,0.59,645.0,268.0,0.68,546.0,251.0,0.61,576.0,287.0,0.45,570.0,307.0,0.22,555.0,317.0,0.23,537.0,262.0,0.62,572.0,296.0,0.55,562.0,319.0,0.56,547.0,326.0,0.47,527.0,280.0,0.69,556.0,305.0,0.64,556.0,324.0,0.6,544.0,325.0,0.57,p,felix
79,702.57,168.53,2.0,692.54,286.89,2.0,584.14,268.84,2.0,419.54,327.02,2.0,588.15,224.7,2.0,804.95,300.94,2.0,857.14,497.55,2.0,881.23,625.95,2.0,608.23,573.79,2.0,0.0,0.0,0.0,0.0,0.0,0.0,782.87,589.84,2.0,0.0,0.0,0.0,0.0,0.0,0.0,676.48,142.44,2.0,728.67,146.46,2.0,634.32,158.49,2.0,758.78,168.53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,228.0,0.42,626.0,244.0,0.41,669.0,244.0,0.2,691.0,250.0,0.24,704.0,273.0,0.32,672.0,210.0,0.4,696.0,222.0,0.53,716.0,225.0,0.52,734.0,225.0,0.61,663.0,204.0,0.55,683.0,234.0,0.49,671.0,244.0,0.2,663.0,243.0,0.29,653.0,208.0,0.53,669.0,240.0,0.54,661.0,245.0,0.45,656.0,240.0,0.41,642.0,218.0,0.55,656.0,240.0,0.46,652.0,244.0,0.5,646.0,243.0,0.4,p,jer
80,645.94,175.22,2.0,650.0,336.19,2.0,536.25,326.0,2.0,333.12,391.2,2.0,507.81,258.76,2.0,765.78,346.38,2.0,849.06,533.83,2.0,0.0,0.0,0.0,560.62,649.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,717.03,649.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,613.44,154.85,2.0,674.38,152.81,2.0,580.94,193.56,2.0,708.91,189.49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,264.0,0.53,541.0,272.0,0.57,569.0,282.0,0.62,590.0,294.0,0.51,607.0,313.0,0.48,591.0,240.0,0.4,620.0,245.0,0.52,641.0,250.0,0.45,663.0,256.0,0.48,586.0,237.0,0.55,621.0,250.0,0.47,644.0,253.0,0.57,664.0,257.0,0.53,577.0,241.0,0.57,607.0,264.0,0.43,596.0,272.0,0.18,656.0,255.0,0.14,569.0,248.0,0.47,591.0,265.0,0.35,599.0,267.0,0.23,611.0,313.0,0.14,p,min
81,618.26,200.94,2.0,636.33,391.83,2.0,511.88,387.81,2.0,337.24,568.65,2.0,481.76,379.77,2.0,774.84,401.88,2.0,810.97,586.74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.17,180.84,2.0,652.39,184.86,2.0,562.06,212.99,2.0,692.54,223.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,373.0,0.66,540.0,382.0,0.44,574.0,384.0,0.27,590.0,436.0,0.27,579.0,466.0,0.68,586.0,374.0,0.72,620.0,396.0,0.78,643.0,407.0,0.77,667.0,418.0,0.82,573.0,384.0,0.66,588.0,424.0,0.64,584.0,439.0,0.39,562.0,419.0,0.25,553.0,393.0,0.72,564.0,431.0,0.7,552.0,429.0,0.57,543.0,416.0,0.5,533.0,401.0,0.6,542.0,435.0,0.72,531.0,429.0,0.72,528.0,418.0,0.72,p,sab
82,590.16,167.82,2.0,604.21,345.74,2.0,469.72,333.61,2.0,339.24,525.69,2.0,413.51,260.82,2.0,744.73,365.96,2.0,782.87,610.61,2.0,0.0,0.0,0.0,515.89,634.87,2.0,0.0,0.0,0.0,0.0,0.0,0.0,660.42,644.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,554.03,143.55,2.0,618.26,139.51,2.0,515.89,173.88,2.0,664.43,171.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,259.0,0.43,465.0,250.0,0.28,514.0,262.0,0.24,0.0,0.0,0.0,525.0,340.0,0.34,525.0,248.0,0.6,547.0,294.0,0.55,561.0,319.0,0.62,571.0,336.0,0.59,515.0,251.0,0.59,532.0,296.0,0.54,516.0,295.0,0.16,509.0,287.0,0.16,499.0,261.0,0.63,510.0,307.0,0.68,498.0,300.0,0.39,494.0,289.0,0.41,484.0,273.0,0.55,489.0,306.0,0.67,481.0,301.0,0.54,476.0,288.0,0.55,q,felix
83,694.54,166.52,2.0,692.54,284.89,2.0,572.1,270.84,2.0,409.5,294.92,2.0,564.07,172.54,2.0,812.98,298.93,2.0,861.15,489.53,2.0,885.24,623.94,2.0,610.24,581.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,786.88,597.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,668.45,138.43,2.0,720.64,140.44,2.0,632.32,148.46,2.0,758.78,152.47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,197.0,0.36,578.0,218.0,0.27,620.0,220.0,0.18,669.0,195.0,0.25,690.0,209.0,0.11,644.0,153.0,0.34,664.0,183.0,0.27,676.0,195.0,0.22,0.0,0.0,0.0,632.0,152.0,0.49,649.0,184.0,0.5,639.0,198.0,0.28,631.0,197.0,0.24,615.0,152.0,0.39,631.0,181.0,0.48,625.0,192.0,0.47,618.0,192.0,0.29,600.0,153.0,0.34,613.0,173.0,0.42,613.0,185.0,0.52,609.0,189.0,0.35,q,jer
84,652.39,177.93,2.0,652.39,345.74,2.0,539.98,345.74,2.0,345.26,432.68,2.0,513.88,317.43,2.0,764.8,347.76,2.0,849.11,529.73,2.0,0.0,0.0,0.0,564.07,644.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,710.6,644.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,622.28,157.71,2.0,680.49,157.71,2.0,584.14,190.06,2.0,710.6,198.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,320.0,0.56,557.0,329.0,0.39,580.0,341.0,0.32,596.0,357.0,0.53,613.0,377.0,0.56,604.0,301.0,0.57,622.0,337.0,0.53,628.0,357.0,0.69,637.0,375.0,0.64,597.0,303.0,0.59,611.0,338.0,0.55,602.0,343.0,0.39,594.0,340.0,0.36,587.0,310.0,0.61,598.0,343.0,0.4,589.0,345.0,0.34,582.0,343.0,0.31,576.0,320.0,0.54,588.0,343.0,0.31,582.0,344.0,0.37,576.0,343.0,0.41,q,min
85,624.29,200.17,2.0,638.34,386.18,2.0,501.84,370.0,2.0,327.2,531.75,2.0,495.82,365.96,2.0,776.85,402.35,2.0,810.97,604.54,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.19,177.93,2.0,656.4,183.99,2.0,566.07,214.32,2.0,696.55,224.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,365.0,0.53,552.0,376.0,0.37,583.0,391.0,0.24,581.0,445.0,0.48,591.0,465.0,0.73,595.0,388.0,0.7,610.0,433.0,0.8,628.0,455.0,0.71,641.0,476.0,0.8,574.0,388.0,0.64,575.0,437.0,0.66,562.0,435.0,0.49,560.0,422.0,0.36,552.0,389.0,0.66,552.0,440.0,0.66,541.0,431.0,0.57,539.0,412.0,0.52,530.0,399.0,0.64,529.0,434.0,0.78,525.0,424.0,0.62,520.0,411.0,0.63,q,sab
86,596.18,164.28,2.0,608.23,356.95,2.0,473.74,344.78,2.0,351.29,584.1,2.0,411.51,324.5,2.0,746.74,371.15,2.0,782.87,604.38,2.0,0.0,0.0,0.0,515.89,646.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.05,144.0,2.0,624.29,141.97,2.0,521.91,176.45,2.0,668.45,176.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,324.0,0.53,455.0,299.0,0.57,474.0,269.0,0.68,469.0,234.0,0.48,453.0,213.0,0.44,462.0,237.0,0.49,470.0,204.0,0.71,472.0,176.0,0.75,478.0,151.0,0.57,444.0,241.0,0.53,462.0,203.0,0.59,470.0,173.0,0.6,472.0,152.0,0.52,426.0,242.0,0.47,444.0,211.0,0.71,451.0,230.0,0.36,450.0,251.0,0.39,411.0,242.0,0.79,427.0,222.0,0.79,441.0,239.0,0.61,444.0,258.0,0.66,r,felix
87,700.57,163.52,2.0,694.54,290.7,2.0,578.12,284.64,2.0,447.64,391.64,2.0,527.93,242.25,2.0,808.96,300.79,2.0,857.14,482.48,2.0,875.21,617.74,2.0,620.27,571.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,786.88,601.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,676.48,141.31,2.0,726.66,143.33,2.0,638.34,155.44,2.0,756.77,159.48,2.0,857.0,529.0,0.19,868.0,559.0,0.29,876.0,588.0,0.28,887.0,616.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,245.0,0.28,552.0,235.0,0.22,565.0,219.0,0.21,576.0,195.0,0.23,578.0,179.0,0.2,577.0,192.0,0.31,583.0,162.0,0.42,587.0,143.0,0.61,587.0,126.0,0.46,567.0,191.0,0.25,570.0,161.0,0.29,583.0,143.0,0.18,588.0,132.0,0.17,551.0,192.0,0.15,554.0,164.0,0.33,551.0,173.0,0.25,554.0,189.0,0.21,536.0,194.0,0.13,540.0,173.0,0.18,541.0,174.0,0.39,540.0,182.0,0.35,r,jer
